2092,80
2096,160
2103,80
2104,80
2107,80
2116,80
2122,80
2130,160
2135,80
2143,80
2148,160
2155,80
2156,80
2164,80
2167,80
2172,80
2178,80
2188,80
2196,160
2204,80
2205,80
2206,80
2209,80
2210,80
2221,80
2222,80
2231,80
2237,80
2243,80
2253,80
2256,160
2264,80
2266,80
2268,80
2274,80
2282,80
2289,80
2299,80
2323,160
2332,80
2335,80
2338,80
2347,80
2355,80
2360,80
2361,80
2363,80
2365,80
2371,80
2378,80
2388,80
2394,160
2402,80
2403,80
2404,80
2409,80
2417,80
2429,80
2434,80
2440,80
2452,80
2467,80
2470,80
2471,80
2479,80
2480,80
2481,80
2482,80
2485,80
2490,80
2497,80
2507,80
2508,80
2511,80
2529,80
2538,80
2540,80
2541,80
2547,80
2548,80
2557,80
2558,80
2570,80
2592,160
2596,80
2603,80
2619,80
2624,160
2631,80
2632,80
2637,80
2645,80
2652,80
2663,80
2672,80
2675,80
2676,80
2694,80
2701,80
2702,80
2703,80
2706,80
2713,80
2719,80
2722,80
2744,80
2746,160
2753,80
2755,80
2756,80
2762,80
2766,80
2776,80
2782,80
2793,80
2795,160
2802,80
2803,80
2815,80
2823,80
2833,80
2839,80
2855,80
2857,160
2861,80
2867,80
2868,80
2869,80
2870,80
2873,80
2874,80
2883,80
2884,80
2895,80
2904,80
2911,80
2924,80
2927,160
2931,80
2935,80
2937,80
2938,80
2943,80
2948,80
2955,80
2956,80
2972,160
2979,80
2982,80
2983,80
2985,80
3017,80
3026,80
3029,80
3031,80
3040,160
3054,80
3067,160
3071,160
3075,80
3076,80
3077,80
3078,80
3082,80
3083,80
3086,80
3088,80
3094,80
3106,80
3112,80
3113,80
3136,160
3142,80
3145,80
3146,80
3150,80
3163,80
3176,80
3183,80
3195,80
3196,80
3201,80
3206,80
3212,80
3213,80
3222,80
3223,80
3234,80
3248,160
3252,80
3259,80
3268,160
3274,80
3284,80
3292,80
3294,80
3301,80
3307,80
3310,160
3316,80
3317,80
3329,80
3349,80
3353,80
3354,80
3367,80
3368,80
3380,160
3387,80
3388,80
3391,80
3403,80
3408,80
3409,80
3414,80
3416,80
3424,80
3430,80
3436,160
3444,80
3445,80
3465,80
3468,80
3469,80
3481,80
3487,80
3498,160
3506,80
3507,80
3508,80
3510,80
3512,80
3513,80
3514,80
3528,80
3529,80
3546,80
3552,80
3559,80
3566,80
3570,160
3578,80
3581,80
3582,80
3595,80
3598,80
3600,80
3601,80
3610,80
3616,80
3618,160
3622,80
3626,80
3628,80
3629,80
3640,80
3657,80
3681,80
3684,80
3685,80
3689,160
3695,80
3701,80
3702,80
3707,160
3715,80
3717,80
3719,80
3731,80
3734,80
3737,80
3740,80
3746,80
3752,80
3760,160
3767,80
3768,80
3770,80
3785,80
3787,80
3788,80
3789,80
3790,80
3797,80
3800,80
3806,80
3814,80
3815,80
3828,160
3832,80
3836,80
3838,80
3839,80
3840,80
3841,80
3850,80
3851,80
3871,80
3879,80
3892,80
3898,80
3917,80
3918,80
3924,80
3925,80
3943,80
3944,80
3945,80
3947,80
3948,80
3951,80
3962,80
3968,80
3979,160
3985,80
3990,80
3993,80
3997,80
4021,80
4024,80
4028,80
4037,80
4043,80
4045,80
4055,160
4059,80
4065,80
4066,80
4067,80
4083,80
4087,80
4093,80
4094,80
4101,80
4109,80
4112,160
4118,80
4119,80
4126,80
4130,80
4132,80
4133,80
4134,80
4135,80
4136,80
4155,80
4158,80
4163,160
4164,80
4168,80
4172,80
4183,80
4189,80
4190,80
4215,160
4224,80
4227,80
4228,80
4230,80
4231,80
4240,80
4241,80
4264,80
4277,80
4290,160
4295,80
4302,80
4315,160
4320,80
4324,80
4325,80
4326,80
4329,80
4330,80
4334,80
4345,80
4354,80
4360,80
4361,160
4382,160
4386,80
4389,80
4393,80
4394,80
4395,80
4397,80
4403,80
4439,80
4447,80
4451,80
4459,80
4465,80
4468,160
4477,80
4478,80
4479,80
4488,80
4499,80
4509,80
4519,80
4521,80
4532,160
4536,80
4540,80
4545,80
4548,80
4549,80
4553,80
4564,80
4570,80
4576,80
4579,80
4580,80
4589,80
4590,80
4599,160
4606,80
4607,80
4608,80
4612,80
4630,80
4636,80
4642,80
4653,160
4658,80
4659,80
4663,80
4665,80
4675,80
4683,80
4689,80
4698,80
4706,80
4710,80
4713,80
4715,80
4716,80
4717,80
4722,80
4746,80
4752,80
4759,80
4764,160
4771,80
4774,80
4775,80
4776,80
4784,80
4785,80
4797,80
4803,80
4809,80
4825,80
4826,80
4827,80
4831,80
4835,80
4846,80
4851,80
4856,80
4864,80
4865,80
4878,80
4879,80
4888,80
4889,80
4898,160
4906,80
4909,80
4910,80
4915,80
4916,80
4918,80
4921,80
4931,80
4936,80
4940,80
4956,160
4964,80
4965,80
4973,80
4980,80
4989,80
5001,80
5005,80
5006,160
5013,80
5014,80
5018,80
5021,80
5022,80
5023,80
5039,80
5064,80
5073,80
5187,80
5197,80
5210,160
5216,80
5217,80
5223,80
5235,80
5243,80
5253,80
5270,160
5276,80
5282,80
5287,80
5294,80
5304,80
5309,80
5310,80
5319,80
5320,80
5329,160
5335,80
5339,80
5344,80
5353,80
5358,80
5365,80
5375,80
5380,80
5381,80
5388,80
5391,80
5394,80
5397,80
5399,80
5400,80
5412,80
5422,80
5453,80
5454,80
5459,80
5470,160
5477,80
5479,80
5480,80
5481,80
5485,80
5502,80
5520,80
5559,80
5572,80
5582,80
5638,160
5647,80
5648,80
5649,80
5652,80
5659,80
5664,160
5681,80
5688,80
5705,80
5713,80
5714,160
5722,80
5725,80
5726,80
5728,80
5729,80
5734,80
5737,80
5738,80
5748,80
5751,80
5754,80
5762,80
5763,160
5775,80
5790,80
5804,160
5808,80
5812,80
5814,80
5816,80
5821,80
5834,80
5848,80
5868,80
5875,80
5876,80
5886,80
5887,80
5896,80
5897,160
5905,80
5906,80
5907,80
5919,80
5924,80
5930,80
5936,80
5949,80
5952,80
5954,160
5959,80
5964,80
5965,80
5968,80
5975,80
5982,160
5983,80
5989,80
5993,80
5998,80
6007,80
6036,80
6042,80
6050,80
6052,160
6056,80
6062,80
6063,80
6064,80
6068,80
6072,80
6100,80
6127,80
6138,80
6140,160
6144,80
6148,80
6150,80
6151,80
6159,80
6161,80
6162,80
6171,80
6179,80
6190,80
6198,160
6203,80
6207,80
6208,80
6209,80
6212,80
6217,80
6224,80
6237,80
6240,80
6241,80
6250,80
6251,80
6262,160
6266,80
6271,80
6273,80
6275,80
6276,80
6279,80
6289,80
6295,80
6301,80
6302,80
6304,80
6306,80
6307,80
6308,80
6324,80
6332,80
6334,160
6338,80
6344,80
6345,80
6350,80
6351,80
6352,80
6365,160
6370,80
6376,80
6393,80
6399,80
6403,160
6411,80
6412,80
6413,80
6416,80
6417,80
6418,80
6420,80
6426,80
6433,80
6455,80
6483,80
6486,160
6487,160
6491,80
6498,80
6499,80
6501,80
6504,80
6505,80
6506,80
6513,80
6520,80
6535,80
6544,160
6554,80
6556,80
6558,80
6559,80
6567,80
6573,80
6590,80
6592,80
6593,80
6603,80
6604,80
6616,80
6619,160
6624,80
6627,80
6630,80
6631,80
6632,80
6634,80
6641,80
6647,80
6673,80
6680,80
6681,80
6684,160
6693,80
6694,80
6695,80
6696,80
6698,80
6707,80
6712,80
6716,80
6721,160
6734,80
6744,80
6751,80
6760,160
6766,80
6772,80
6773,80
6774,80
6782,80
6788,80
6800,80
6829,160
6837,80
6843,80
6847,80
6848,80
6851,80
6853,80
6863,80
6870,80
6890,80
6896,160
6904,80
6905,80
6906,80
6909,80
6911,80
6917,80
6923,80
6926,80
6927,80
6939,80
6940,80
6955,80
6958,80
6961,160
6968,80
6971,80
6972,80
6973,80
6982,80
6983,80
6984,80
6994,80
7000,80
7017,80
7020,80
7024,160
7028,80
7031,80
7035,80
7036,80
7042,80
7048,80
7059,80
7069,80
7072,80
7073,80
7074,80
7075,80
7076,80
7077,80
7081,160
7087,80
7088,80
7091,80
7093,80
7095,80
7096,80
7102,80
7105,80
7112,80
7122,80
7123,80
7161,80
7163,80
7169,80
7173,80
7174,80
7176,160
7180,80
7181,80
7186,80
7188,80
7210,80
7216,80
7239,80
7244,80
7245,160
7250,80
7253,80
7254,80
7262,80
7270,80
7277,80
7278,80
7287,80
7288,80
7307,80
7308,80
7309,80
7313,80
7315,80
7316,80
7317,160
7321,80
7326,80
7330,80
7331,80
7338,80
7341,80
7344,80
7352,80
7358,80
7374,80
7375,80
7391,80
7393,80
7394,80
7395,160
7399,80
7404,80
7405,80
7406,80
7412,80
7419,80
7429,80
7455,80
7460,80
7479,80
7480,80
7483,160
7489,80
7492,80
7493,80
7494,80
7495,80
7505,80
7511,80
7512,80
7531,80
7541,80
7543,80
7545,160
7549,160
7551,80
7556,80
7592,80
7599,80
7622,160
7629,80
7631,80
7632,80
7634,80
7645,80
7651,80
7656,80
7657,80
7666,80
7667,80
7677,80
7694,80
7696,160
7702,80
7705,80
7706,80
7710,80
7719,80
7733,80
7738,80
7742,160
7744,160
7752,80
7753,80
7754,80
7756,80
7764,80
7766,80
7772,80
7779,80
7798,80
7800,80
7808,80
7809,160
7814,80
7818,80
7819,80
7820,80
7824,80
7831,80
7844,80
7850,80
7857,80
7862,80
7866,80
7868,160
7872,80
7876,80
7878,80
7881,80
7891,80
7892,80
7907,80
7914,80
7920,80
7930,80
7932,80
7937,80
7938,160
7942,80
7946,80
7948,80
7949,80
7959,80
7965,80
7971,80
7975,80
7983,80
7984,80
7993,80
7994,80
8004,80
8006,80
8011,80
8012,160
8016,80
8021,80
8022,80
8032,80
8045,80
8052,80
8064,80
8070,80
8071,160
8079,80
8080,80
8084,80
8097,80
8102,80
8108,80
8114,80
8133,80
8140,80
8143,160
8150,80
8153,80
8154,80
8155,80
8166,80
8171,80
8177,80
8184,160
8189,80
8195,80
8196,80
8197,80
8200,80
8202,160
8210,80
8211,80
8212,80
8256,80
8277,80
8278,160
8286,80
8289,80
8290,80
8295,80
8300,80
8307,80
8312,80
8313,80
8322,80
8323,80
8333,80
8345,80
8346,160
8353,80
8354,80
8358,80
8364,80
8375,80
8378,80
8383,80
8389,80
8390,160
8397,80
8398,80
8399,80
8402,80
8405,80
8412,80
8418,80
8428,80
8435,80
8441,80
8443,80
8444,80
8445,80
8447,80
8454,160
8461,80
8462,80
8463,80
8479,80
8480,80
8492,80
8515,80
8518,80
8525,80
8533,80
8534,160
8542,80
8543,80
8544,80
8546,80
8552,80
8559,80
8574,80
8587,80
8594,80
8605,80
8606,80
8607,80
8612,80
8614,160
8621,80
8622,80
8625,80
8628,80
8631,80
8635,80
8639,80
8645,80
8648,80
8667,80
8679,80
8680,80
8689,80
8690,80
8701,80
8707,80
8708,160
8716,80
8717,80
8718,80
8723,80
8729,80
