1,160
4,160
5,80
8,80
14,80
15,80
17,160
30,80
34,80
36,80
74,80
75,80
76,80
92,80
99,80
102,80
104,160
110,80
111,160
112,80
114,80
115,80
119,80
130,80
142,80
148,80
149,80
150,80
159,80
160,80
174,80
180,80
181,160
188,80
191,80
192,80
204,80
209,80
210,80
211,80
252,80
260,80
263,160
268,80
274,80
275,80
294,80
299,80
305,80
312,160
322,80
326,160
332,80
335,80
336,80
351,80
353,80
361,80
370,80
376,80
377,160
384,80
385,80
387,80
389,160
392,80
413,80
414,80
420,80
427,80
433,80
434,160
442,80
444,80
446,80
447,80
464,80
465,80
466,80
476,80
478,80
479,80
490,80
503,80
509,80
513,80
514,160
521,80
522,80
525,80
539,80
549,80
553,80
575,80
582,80
585,80
586,160
591,80
594,80
595,80
611,80
618,80
622,80
636,80
643,80
645,160
651,80
652,80
679,80
683,80
691,80
702,80
709,80
710,160
717,80
718,80
721,80
743,80
746,80
749,80
751,80
755,80
759,80
766,80
772,80
773,80
775,80
776,80
781,160
789,80
792,80
793,80
799,80
800,80
801,80
813,80
814,80
825,80
826,80
835,80
845,80
848,80
854,160
859,80
866,80
876,80
877,160
884,80
885,80
899,80
909,80
918,80
959,80
964,160
971,80
972,80
978,80
1094,80
1095,80
1106,80
1115,80
1121,80
1122,160
1129,80
1130,80
1131,80
1133,80
1139,80
1149,80
1150,80
1152,80
1156,80
1162,80
1170,80
1176,80
1185,160
1197,80
1198,80
1208,80
1220,80
1221,80
1227,160
1235,80
1241,80
1247,160
1253,80
1257,80
1258,80
1265,80
1266,80
1275,80
1276,80
1285,80
1289,80
1290,80
1291,80
1299,80
1307,80
1315,80
1321,80
1322,80
1325,80
1333,160
1341,80
1342,80
1343,80
1353,80
1357,80
1368,80
1380,80
1386,80
1400,160
1407,80
1408,80
1412,80
1420,80
1434,80
1440,80
1446,80
1454,160
1460,80
1461,80
1464,80
1465,80
1471,80
1472,80
1477,80
1489,80
1495,80
1503,80
1509,80
1518,160
1526,80
1527,80
1528,80
1543,80
1546,80
1559,80
1569,80
1578,80
1582,160
1588,80
1590,80
1592,80
1593,80
1596,80
1603,80
1604,80
1613,80
1614,80
1623,80
1637,80
1644,80
1650,80
1653,160
1657,80
1660,80
1664,80
1665,80
1671,80
1685,80
1691,80
1697,80
1735,160
1741,80
1745,80
1746,80
1756,80
1757,80
1758,80
1770,80
1776,80
1782,80
1783,160
1790,80
1791,80
1795,80
1800,80
1804,80
1805,80
1807,80
1808,80
1820,80
1830,80
1836,80
1846,160
1853,80
1862,80
1865,80
1876,80
1883,80
1890,80
1893,160
1901,80
1902,80
1903,80
1908,80
1911,80
1912,80
1921,80
1922,80
1931,80
1932,80
1933,80
1952,80
1956,80
1960,80
1966,80
1974,160
1978,80
1984,80
1986,80
1987,80
1999,80
2000,80
2022,80
2027,80
2035,80
2049,160
2053,80
2058,80
2059,80
2060,80
2073,80
2075,80
2076,80
2077,80
2079,80
2090,80
